IPAC19
2018-10-30 > 2018-12-04
2018,2,20,1
2018,2,21,2
2018,2,23,5
2018,2,26,7
2018,2,27,13
2018,2,28,14
2018,2,29,15
2018,2,30,16
2018,3,2,19
2018,3,3,26
2018,3,4,30
2018,3,5,32
2018,6,5,33
2018,6,17,34
2018,8,20,35
2018,9,8,36
2018,9,10,37
2018,9,11,38
2018,9,12,39
2018,9,13,40
2018,9,14,41
2018,9,15,43
2018,9,17,45
2018,9,18,46
2018,9,19,48
2018,9,22,49
2018,9,23,51
2018,9,25,52
2018,9,26,55
2018,9,27,59
2018,9,29,61
2018,9,30,62
2018,10,1,63
2018,10,2,64
2018,10,4,65
2018,10,5,67
2018,10,6,68
2018,10,7,71
2018,10,9,75
2018,10,11,76
2018,10,12,78
2018,10,13,86
2018,10,14,90
2018,10,15,94
2018,10,16,99
2018,10,17,100
2018,10,18,101
2018,10,19,113
2018,10,20,122
2018,10,21,131
2018,10,22,158
2018,10,23,170
2018,10,24,171
2018,10,25,174
2018,10,26,205
2018,10,27,234
2018,10,28,283
2018,10,29,303
2018,10,30,369
2018,11,1,387
2018,11,2,413
2018,11,3,612
2018,11,4,989
2018,11,5,1342
2018,11,6,1379
2018,11,7,1394
2018,11,8,1395
2018,11,10,1398
2018,11,11,1400
2018,11,12,1402
2018,11,13,1404
2018,11,14,1405
2018,11,17,1407
2018,11,18,1414
2018,11,19,1415
2018,11,20,1416
2018,11,22,1419
2019,0,8,1420
2019,1,13,1421
2019,1,21,1423
2019,1,22,1424
2019,1,28,1425
2019,2,20,1426
2019,2,29,1429
2019,3,2,1430
2019,3,3,1434
2019,3,4,1436
2019,3,5,1437
2019,3,8,1441
2019,3,11,1443
2019,3,12,1447
2019,3,16,1448
2019,3,19,1452
2019,3,23,1453
2019,3,25,1455
2019,3,26,1456
2019,3,30,1458
2019,4,2,1459
2019,4,5,1460
2019,4,6,1464
2019,4,7,1469
2019,4,8,1470
2019,4,9,1472
2019,4,10,1474
2019,4,11,1475
2019,4,13,1476
2019,4,14,1478
2019,4,15,1479
2019,4,16,1480
2019,4,17,1489
2019,4,19,1490
2019,4,22,1491
